optimiser,main_m,main_p,main_t,main_aoa,flap1_m,flap1_p,flap1_t,flap1_aoa,flap2_m,flap2_p,flap2_t,flap2_aoa,gap1,gap2,overlap1,overlap2,C_L,C_D,efficiency,score
refine-PSO,0.089994,0.2,0.159559,1.951731,0.089987,0.33482,0.135342,23.655154,0.087596,0.544057,0.102587,44.697776,0.012577,0.0087,0.020042,0.021951,3.551605,0.124019,28.637566,3.055528
refine-PSO,0.09,0.2,0.158626,1.755358,0.089814,0.340078,0.135248,23.62234,0.088057,0.546317,0.103486,44.701039,0.012379,0.0087,0.020304,0.022311,3.534781,0.123078,28.719919,3.04247
refine-PSO,0.09,0.200001,0.159115,1.952531,0.09,0.338281,0.132973,23.579332,0.088371,0.543601,0.102182,44.715451,0.012564,0.0087,0.021223,0.020966,3.546341,0.124709,28.437028,3.047506
refine-PSO,0.09,0.2,0.158845,1.903512,0.088791,0.33641,0.135249,23.648179,0.087182,0.545625,0.101614,44.444876,0.012636,0.0087,0.02064,0.02184,3.536677,0.122872,28.783334,3.045187
refine-PSO,0.09,0.2,0.159029,1.938193,0.089954,0.337317,0.134825,23.663967,0.087884,0.538505,0.102714,44.727093,0.012565,0.0087,0.02008,0.022721,3.533565,0.124676,28.34207,3.034863
refine-PSO,0.09,0.20002,0.159229,1.934649,0.089974,0.33702,0.135016,24.040882,0.087758,0.557487,0.102533,44.601587,0.012437,0.0087,0.019628,0.022996,3.52507,0.122653,28.740158,3.034457
refine-PSO,0.09,0.200001,0.159594,2.000547,0.089996,0.332611,0.134684,23.77955,0.088104,0.542249,0.102601,44.644684,0.012421,0.008704,0.019897,0.022014,3.549893,0.124081,28.609433,3.053568
refine-PSO,0.089999,0.2,0.159562,1.822031,0.089996,0.336689,0.135539,23.512638,0.088022,0.539343,0.102615,44.649743,0.0127,0.0087,0.021084,0.020656,3.550994,0.121074,29.329242,3.0667
refine-PSO,0.09,0.200001,0.15974,1.94506,0.09,0.333662,0.135563,23.681082,0.087475,0.543938,0.102548,44.694997,0.012565,0.0087,0.020089,0.02182,3.551253,0.12462,28.496571,3.052772
refine-PSO,0.09,0.200001,0.159067,1.715103,0.08915,0.337545,0.134558,23.659937,0.087042,0.544259,0.101204,44.665962,0.012325,0.0087,0.020072,0.021852,3.520127,0.122887,28.645147,3.028577
refine-PSO,0.09,0.20001,0.159783,1.942147,0.089988,0.336372,0.13684,23.639856,0.087426,0.543742,0.101925,44.706183,0.012559,0.0087,0.021471,0.021768,3.522032,0.124367,28.31975,3.024565
refine-PSO,0.09,0.2,0.15933,2.031205,0.088989,0.326112,0.135903,23.637576,0.087506,0.544202,0.102708,44.776179,0.012559,0.0087,0.020246,0.022059,3.517498,0.125929,27.932504,3.013784
refine-PSO,0.089993,0.2,0.1589,1.94272,0.089984,0.336632,0.135411,23.595058,0.087712,0.540362,0.102477,44.71753,0.012568,0.0087,0.020279,0.022573,3.53627,0.124963,28.298538,3.036418
refine-PSO,0.09,0.200001,0.159843,1.958658,0.09,0.334599,0.135801,24.973169,0.087758,0.565549,0.102705,44.642617,0.012474,0.0087,0.020345,0.022185,3.557362,0.12582,28.273508,3.054084
