optimiser,main_m,main_p,main_t,main_aoa,flap1_m,flap1_p,flap1_t,flap1_aoa,flap2_m,flap2_p,flap2_t,flap2_aoa,gap1,gap2,overlap1,overlap2,C_L,C_D,efficiency,score
CMA-ES,0.055189,0.24736,0.139827,1.77907,0.075519,0.416687,0.128326,27.485534,0.059137,0.477581,0.124622,35.276998,0.02381,0.015245,-0.006708,0.013532,2.309313,0.144287,16.004974,1.732164
CMA-ES,0.065295,0.286967,0.157397,0.900421,0.059796,0.345899,0.125399,26.833058,0.052474,0.499871,0.115719,44.856524,0.016284,0.009037,-0.000749,0.013836,3.276661,0.117189,27.960411,2.807904
CMA-ES,0.073819,0.264889,0.156209,3.05119,0.062515,0.314505,0.138751,22.739272,0.040063,0.318806,0.119832,43.082086,0.01761,0.009714,-0.007794,0.001855,2.996908,0.12149,24.667878,2.510947
CMA-ES,0.089944,0.345004,0.147187,0.286604,0.073307,0.480764,0.138602,22.952976,0.045407,0.547787,0.110995,44.528947,0.019568,0.011574,0.00789,0.005035,3.016297,0.103194,29.229267,2.603519
CMA-ES,0.072486,0.274907,0.145852,2.218231,0.081087,0.421666,0.132285,21.828253,0.062518,0.479253,0.105146,42.684823,0.017094,0.013731,0.019778,-0.00569,2.679196,0.115212,23.254396,2.218346
CMA-ES,0.060835,0.372687,0.152352,3.436025,0.083122,0.373752,0.133311,25.238133,0.045542,0.4186,0.108367,40.621267,0.015323,0.016802,0.006371,0.008837,3.259415,0.133095,24.48931,2.727034
CMA-ES,0.081091,0.341948,0.142624,2.79041,0.066246,0.343842,0.132124,23.185032,0.048036,0.328214,0.115053,44.929387,0.008781,0.014958,0.012106,-0.003638,2.764184,0.11951,23.129283,2.286144
CMA-ES,0.082651,0.387756,0.136517,0.154228,0.084421,0.370366,0.139569,22.180119,0.061003,0.457498,0.103557,44.372971,0.009225,0.010583,0.006146,0.025159,3.188642,0.107866,29.561185,2.757179
CMA-ES,0.081492,0.271145,0.159091,1.630432,0.081335,0.301614,0.125685,26.939359,0.076596,0.419603,0.100882,42.71196,0.011146,0.012319,-0.006619,0.015812,3.345172,0.129129,25.905716,2.828657
CMA-ES,0.074142,0.339172,0.133703,0.553174,0.087666,0.316268,0.139683,26.049511,0.062154,0.310252,0.103041,44.974923,0.011439,0.008733,0.003025,-0.002293,3.282965,0.120182,27.316719,2.802239
CMA-ES,0.08656,0.288994,0.153279,1.114778,0.085889,0.375032,0.135923,23.86459,0.047357,0.358936,0.108719,44.637287,0.008757,0.009536,-0.001336,0.00186,3.286549,0.113116,29.054646,2.834084
CMA-ES,0.082799,0.307319,0.156087,0.065449,0.080001,0.321372,0.129874,27.302087,0.060599,0.303109,0.101492,44.714669,0.011607,0.008864,0.005083,0.011515,3.376129,0.113664,29.702631,2.921472
CMA-ES,0.088788,0.359717,0.132555,0.027577,0.073022,0.390523,0.137847,27.393724,0.049718,0.352186,0.104634,44.997705,0.015085,0.008814,0.021353,0.02014,3.371259,0.108807,30.983977,2.936033
CMA-ES,0.073124,0.333284,0.127756,0.67637,0.089916,0.384018,0.139833,26.796874,0.066692,0.301043,0.104781,44.246748,0.016444,0.011352,0.009149,0.01021,3.321518,0.123915,26.804797,2.825857
CMA-ES,0.077757,0.25866,0.131993,1.023305,0.070312,0.329585,0.139527,26.563283,0.040948,0.329236,0.114461,44.996902,0.00896,0.011788,-0.00968,0.01936,3.28119,0.117355,27.959472,2.81177
CMA-ES,0.084774,0.375988,0.13934,0.838441,0.07906,0.474275,0.139868,20.633467,0.089361,0.439565,0.101812,42.148831,0.013365,0.008761,0.022018,0.01165,3.252751,0.107498,30.258645,2.822758
CMA-ES,0.087921,0.319585,0.121041,0.662892,0.088959,0.471318,0.133609,21.396747,0.058558,0.354908,0.106882,44.907273,0.012526,0.0087,-0.007727,0.00865,3.16001,0.123009,25.689284,2.667974
CMA-ES,0.085267,0.31416,0.132738,0.817114,0.08962,0.4759,0.139818,24.769841,0.054482,0.400141,0.100265,44.363636,0.017026,0.013878,-0.000618,0.025951,3.266517,0.114231,28.595661,2.809592
CMA-ES,0.078566,0.390919,0.146295,0.056241,0.077734,0.319102,0.136826,27.367069,0.068112,0.340837,0.117702,43.870653,0.010844,0.010454,0.007772,0.012127,3.350747,0.113322,29.568262,2.897457
